gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,0,0,-0.5851984004382496,1,0,-1.4720846792650797,-0.8476306862260484,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,1,1.6137012404433893,1,1,0.8874569525288434,1.9124140426061782,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,0,-1.2774445836787656,1,0,0.5218941645044328,-0.9702797326799102,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,0,0,0.3920903288424788,1,0,-0.30893035373286404,0.06253112253048666,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,-0.5851984004382496,1,1,0.32249628012748155,-0.43468281759002475,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,-0.7888002190384014,1,1,1.3194857020122377,-0.4324768994883366,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
0,0,1,1,1.4508197855632678,1,1,0.6215931066929083,1.5237312730887242,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0,-1.1552834925186746,1,1,0.2560303186684978,-0.871013418103943,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1.4915401492832983,1,1,1.518883586389189,2.272419876801686,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
1,0,0,0,-0.62591876415828,1,0,-0.44186227665083155,-0.6085091640030519,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,1,-0.30015585439803716,1,0,-1.3059197756176202,-0.7276287414942125,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,1,0,0,0.43281069256250915,1,1,0.8209909910698596,0.6956296177149888,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0,1,1,1.0843365120829946,1,0,-1.5053176599945715,-0.4664480382543343,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,1,0,0,-1.1145631287986442,1,0,0.5218941645044328,-0.8405717483006463,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,-0.46303730927815856,1,0,0.4221952223159572,-0.2886510392582685,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
0,0,1,1,1.4915401492832983,1,1,1.3527186827417297,2.18594788721551,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1,0,0,0,-0.7888002190384014,0,1,-1.3059197756176202,-0.8595426439751646,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0.3920903288424788,1,1,1.020388875446811,0.7410715306097649,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,0.7992939660427822,1,1,1.020388875446811,1.2391678379709516,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,1,0,0,0.5549717837226001,1,0,0.6880590681518921,0.7454833668131412,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,1.1657772395230555,1,1,0.5218941645044328,1.1385779725339715,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
1,0,0,0,-0.13727439951791576,0,1,-1.3391527563471122,-0.6579217294808666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,1,-0.30015585439803716,1,1,-0.3421633344623559,-0.44703595895947845,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
0,0,1,1,-1.1145631287986442,1,1,0.6880590681518921,-0.7982181207482336,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0,0,0,-0.7073594915983407,0,0,-0.47509525738032343,-0.7020400915146299,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
0,0,1,1,-0.5444780367182193,1,0,-1.4720846792650797,-0.8348363612362572,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,0.47353105628253944,1,0,-1.4720846792650797,-0.6327742631216215,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,0,0,-1.0738427650786138,1,1,1.1200878176352864,-0.7585115949178468,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,1.0436161483629645,1,0,0.2227973379390059,0.8606322917212632,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
1,0,1,1,1.2064976032430856,1,1,0.5551271452339247,1.1928435578355001,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,1,1,1.5322605130033284,0,1,-0.20923141154438843,0.8090138081417603,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,1,0,0,-1.2774445836787656,0,1,-1.3059197756176202,-0.99454483179848,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,-0.9109613101984924,0,0,-0.3753963151918478,-0.7757177561110145,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
1,0,0,0,-0.2594354906780068,1,1,-1.5053176599945715,-0.797776937127896,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,0,0,1.369379058123207,1,0,0.8209909910698596,1.6309388928307689,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,1,1,-1.0331224013585834,1,1,0.15633137648002218,-0.7823355104160788,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0.758573602322752,1,0,0.6548260874224002,0.8910739615245599,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1,1,1.6137012404433893,1,1,1.3859516634712215,2.3244795440015267,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
1,0,0,0,1.3286586944031769,1,0,-1.3059197756176202,-0.2758567142684772,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,-1.2367242199587352,1,0,-0.608027180298291,-0.9702797326799102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1.5322605130033284,1,0,-0.009833527167437194,1.0022522338496431,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1,0,1.6137012404433893,1,1,0.6880590681518921,1.7416759815355145,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,1,-1.2774445836787656,1,0,-1.4720846792650797,-0.9967507499001681,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,1,0,-1.2774445836787656,1,1,0.3889622415864653,-0.9720444671612607,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,-1.1145631287986442,1,1,1.1865537790942702,-0.7788060414533778,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.1960038562387048,1,0,-1.4720846792650797,-0.9804269559476757,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,1.0436161483629645,1,1,-1.3059197756176202,-0.35526976592925097,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,1,1,1,-0.4223169455581282,0,0,-0.8074250646752421,-0.6173328364098045,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,1,0,0.025607055362205634,1,1,1.1865537790942702,0.43709601619713634,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-1.2774445836787656,1,0,0.15633137648002218,-0.9751327525036242,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,0.880734693482843,1,0,0.32249628012748155,0.7234241857962596,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1.6137012404433893,1,1,1.1533207983647784,2.2084482518527295,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
1,0,0,1,-1.2774445836787656,1,1,0.9539229139878271,-0.9645443456155209,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.1960038562387048,1,1,-0.5083282381098153,-0.9310143904698609,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,1.6137012404433893,1,0,1.4191846442007134,2.3730097422386662,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
0,0,1,1,1.6137012404433893,1,1,0.6215931066929083,1.6234387712850291,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
1,1,1,0,0.880734693482843,1,1,1.1533207983647784,1.3304928473808415,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,0,1,0,1.0843365120829946,1,1,0.5218941645044328,1.064900307937587,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0
1,0,0,0,0.880734693482843,1,1,0.023399453562054678,0.5438624523188433,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,0,0,1.125056875803025,1,1,0.8209909910698596,1.302257095679233,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
0,0,1,0,1.125056875803025,0,0,-0.1427654500854047,0.5840101617695679,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,0,-1.1960038562387048,1,0,0.32249628012748155,-0.9098375766936546,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,1.4915401492832983,1,0,1.1533207983647784,2.0275629675143003,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
0,0,1,1,-1.2774445836787656,1,0,-1.5053176599945715,-0.9971919335205057,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,0,1,1,0.7178532386027215,0,1,-0.840658045404734,-0.1139423256045662,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0.9621754209229036,0,1,-0.6744931417572747,0.12562038023876806,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0,0,1,0,1.125056875803025,1,1,1.0868548369057947,1.4699068714075332,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
1,1,1,0,1.4915401492832983,1,1,1.518883586389189,2.3518329284624597,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1
0,0,0,0,-1.2774445836787656,0,0,-0.9735899683227015,-0.9901329955951036,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,0,0,-1.2774445836787656,1,1,0.28926329939798967,-0.9733680180222736,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,-1.1960038562387048,1,1,-1.5053176599945715,-0.9857211593917273,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,1,1.125056875803025,1,0,0.3889622415864653,0.9987227648869421,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
0,0,0,0,-0.7888002190384014,0,0,-0.9735899683227015,-0.8070417931549863,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
1,0,1,1,1.2064976032430856,1,0,-1.4720846792650797,-0.43335926672901187,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,0,0.5142514200025698,1,0,1.0536218561763027,0.9541632192328412,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,-0.30015585439803716,0,0,-0.3421633344623559,-0.37777013056647024,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
1,0,0,0,0.47353105628253944,1,0,1.1865537790942702,0.9259274675312328,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,0,-1.2367242199587352,1,1,-0.6412601610277828,-0.972926834401936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0.025607055362205634,1,1,0.6215931066929083,0.19268029053008814,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,-1.2774445836787656,1,1,0.18956435720951403,-0.9746915688832866,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-0.4223169455581282,1,0,-1.4720846792650797,-0.8070417931549863,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,0,0,0.10704778280226633,0,1,-1.0400559297816854,-0.487183668410203,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,1,1,-0.13727439951791576,1,0,-1.4720846792650797,-0.7593939621585221,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,1,1,0,-0.21871512695797646,1,1,0.6880590681518921,-0.0261467851573774,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,0,0,1,0.880734693482843,1,1,-0.10953246935591282,0.4428314032615256,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
0,1,0,0,-1.2367242199587352,1,1,0.18956435720951403,-0.942926348218977,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1.002895784642934,1,1,0.721292048881384,1.1734314785406443,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,0,0,0,1.2064976032430856,1,0,0.15633137648002218,0.8637205770636266,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
0,0,1,1,-0.7073594915983407,1,0,-1.4720846792650797,-0.857777909493814,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1,0,0,0,-1.2367242199587352,1,0,-1.4720846792650797,-0.991015362835779,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,0,1.5322605130033284,1,1,1.3194857020122377,2.165653440679979,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,1,1,-0.46303730927815856,1,1,-0.6744931417572747,-0.5970383898742734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,-0.38159658183809786,1,1,-0.5083282381098153,-0.5118899511491104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,0,0,0,-1.0738427650786138,1,0,-1.4720846792650797,-0.9543971223477554,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,1,1,-1.1552834925186746,1,0,-1.5053176599945715,-0.9755739361239618,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,0,-1.1960038562387048,1,1,1.1533207983647784,-0.8789547232700203,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
0,0,0,0,-0.38159658183809786,1,1,0.9539229139878271,0.027236432903476087,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-0.2594354906780068,0,0,-0.3421633344623559,-0.4046823314070658,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
0,0,0,1,-0.9924020376385531,1,0,-1.4720846792650797,-0.9336614921918868,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,-0.2594354906780068,1,1,0.6215931066929083,-0.011146542065897911,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,-1.2367242199587352,1,1,0.4886611837749409,-0.9416027973579641,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1.4100994218432374,1,0,1.7182814707661402,2.4144810025504038,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,0,1.5729808767233588,1,1,0.9539229139878271,1.899619717616387,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
0,0,0,0,1.0843365120829946,1,0,0.4886611837749409,1.1059303846289867,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
1,0,1,1,0.26992923768238775,1,0,1.1865537790942702,0.6863647616878985,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
1,0,0,1,-0.46303730927815856,1,0,-1.5053176599945715,-0.8304245250328808,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,-1.2774445836787656,1,0,-1.5053176599945715,-0.9971919335205057,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,1,0.6364125111626608,1,0,-1.4720846792650797,-0.5524788442201726,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,1,1,0,-0.055833672077855064,0,1,-0.47509525738032343,-0.308504302173462,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
0,0,1,1,1.2879383306831464,1,0,1.6185825285776645,2.1806536837714585,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
1,0,1,1,0.5549717837226001,1,1,0.5218941645044328,0.6572466427456148,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.7992939660427822,1,1,0.5218941645044328,0.8619558425822761,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,1,1,1.4100994218432374,1,1,-1.3391527563471122,-0.26438594013969874,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,0,0,1.4100994218432374,1,0,-0.3421633344623559,0.637834563450759,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.1145631287986442,1,0,0.35572926085697343,-0.8233655871074786,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,1.5729808767233588,1,0,1.4856506056596972,2.3946277396352103,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,0,0,-0.9516816739185228,1,1,0.4221952223159572,-0.6905693173858514,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,-0.2594354906780068,1,1,1.020388875446811,0.0960610776761467,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,1.5729808767233588,1,1,1.7182814707661402,2.6602202790784646,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,0,0,0,-0.015113308357824713,1,0,-1.5053176599945715,-0.7404230664840038,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,0,-1.2367242199587352,1,0,0.18956435720951403,-0.9442498990799899,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,1.5729808767233588,1,0,-1.3059197756176202,-0.17261974710947128,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,0,1.125056875803025,0,1,-0.6744931417572747,0.21782775688933317,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
0,1,0,0,0.9214550572028734,1,1,1.1865537790942702,1.3807877800993316,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
1,0,0,0,0.880734693482843,1,1,1.3527186827417297,1.4840247472583374,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
1,0,0,0,-1.2367242199587352,1,1,1.020388875446811,-0.9186612491004073,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-1.0738427650786138,1,1,0.28926329939798967,-0.8286597905515303,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,0.6364125111626608,1,1,0.18956435720951403,0.42297814034633213,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
1,0,1,1,1.247217966963116,1,0,-1.3059197756176202,-0.3115925875158254,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,-1.2774445836787656,1,1,0.4886611837749409,-0.9707209163002478,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,-0.8295205827584317,1,0,-1.4388516985355877,-0.9018962715275772,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,1,1,0,0.880734693482843,0,1,-1.3391527563471122,-0.4037999641663905,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,-0.0965540357978854,1,1,-0.009833527167437194,-0.12982493593672095,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
0,0,1,0,-0.0965540357978854,1,0,-1.5053176599945715,-0.7165991509857718,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,0,-1.1552834925186746,1,1,0.4886611837749409,-0.8718957853446182,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0.3106496014024181,1,1,1.3527186827417297,0.9069565718567146,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
0,0,1,1,-0.9516816739185228,1,1,0.35572926085697343,-0.7201286199484728,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,1,1,-0.62591876415828,1,0,0.8874569525288434,-0.3111514038954878,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0,0,0,1.2064976032430856,0,1,-0.7077261224867666,0.20679816638089238,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
1,0,0,0,-0.1779947632379461,1,1,0.8874569525288434,0.08988450699141985,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
0,0,0,0,1.5322605130033284,1,0,0.8209909910698596,1.803441688382783,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,0.5549717837226001,1,1,1.3194857020122377,1.1579900518288273,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,1,0,-0.38159658183809786,1,0,0.8542239717993515,-0.10379510233680066,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,0,1,1,0.5956921474426305,0,0,-0.8074250646752421,-0.2140910074212087,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
1,0,1,1,1.4508197855632678,1,1,1.3527186827417297,2.1590356863749145,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
0,1,0,0,1.125056875803025,1,1,1.3859516634712215,1.8360892762877679,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
0,0,0,1,1.4100994218432374,1,1,1.3194857020122377,2.099917081249672,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
0,0,0,0,-0.748079855318371,1,1,0.15633137648002218,-0.5992443079759615,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1,0,1,1,1.002895784642934,1,1,0.32249628012748155,0.7671013642096852,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0.9214550572028734,1,0,1.1865537790942702,1.397993941292499,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
1,0,0,0,-1.2774445836787656,1,1,-1.4720846792650797,-0.9967507499001681,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,1,-1.2774445836787656,1,1,-0.5083282381098153,-0.9839564249103768,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,-0.38159658183809786,1,1,1.0536218561763027,-0.08570657390295774,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0,-0.7888002190384014,1,1,1.1865537790942702,-0.40644706588841634,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,0,0.5956921474426305,1,1,1.3194857020122377,1.2599034681268202,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,0.22920887396235737,1,0,-1.4720846792650797,-0.6835103794604493,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,1,1,0,0.22920887396235737,1,1,0.32249628012748155,0.2601813844417459,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,-1.2367242199587352,1,1,-0.27569737300337216,-0.9535147551070802,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,-1.2774445836787656,1,1,-0.5083282381098153,-0.9839564249103768,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,1,0,-0.7073594915983407,1,1,0.1230983957505303,-0.5167429709728244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.2594354906780068,1,1,0.15633137648002218,-0.20482615139411842,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,0.10704778280226633,1,0,-1.5053176599945715,-0.6835103794604493,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
